filename,label,split,path
apricot_blossom_209.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_209.jpg
apricot_blossom_0066.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0066.jpg
apricot_blossom_0119.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0119.jpg
apricot_blossom_187.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_187.jpg
apricot_blossom_258.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_258.jpg
apricot_blossom_0164.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0164.jpg
apricot_blossom_0177.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0177.jpg
apricot_blossom_0301.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0301.jpg
apricot_blossom_257.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_257.jpg
apricot_blossom_224.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_224.jpg
apricot_blossom_0008.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0008.jpg
apricot_blossom_0157.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0157.jpg
apricot_blossom_0143.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0143.jpg
apricot_blossom_210.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_210.jpg
apricot_blossom_186.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_186.jpg
apricot_blossom_0306.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0306.jpg
apricot_blossom_193.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_193.jpg
apricot_blossom_252.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_252.jpg
apricot_blossom_0103.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0103.jpg
apricot_blossom_0106.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0106.jpg
apricot_blossom_0169.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0169.jpg
apricot_blossom_0095.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0095.jpg
apricot_blossom_0061.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0061.jpg
apricot_blossom_0298.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0298.jpg
apricot_blossom_0168.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0168.jpg
apricot_blossom_0020.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0020.jpg
apricot_blossom_0076.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0076.jpg
apricot_blossom_0108.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0108.jpg
apricot_blossom_0289.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0289.jpg
apricot_blossom_0019.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0019.jpg
apricot_blossom_0145.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0145.jpg
apricot_blossom_214.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_214.jpg
apricot_blossom_191.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_191.jpg
apricot_blossom_0178.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0178.jpg
apricot_blossom_0079.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0079.jpg
apricot_blossom_0049.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0049.jpg
apricot_blossom_0154.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0154.jpg
apricot_blossom_0137.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0137.jpg
apricot_blossom_0122.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0122.jpg
apricot_blossom_245.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_245.jpg
apricot_blossom_0050.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0050.jpg
apricot_blossom_0117.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0117.jpg
apricot_blossom_0044.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0044.jpg
apricot_blossom_253.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_253.jpg
apricot_blossom_0039.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0039.jpg
apricot_blossom_0053.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0053.jpg
apricot_blossom_259.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_259.jpg
apricot_blossom_267.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_267.jpg
apricot_blossom_0292.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0292.jpg
apricot_blossom_0083.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0083.jpg
apricot_blossom_0284.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0284.jpg
apricot_blossom_0294.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0294.jpg
apricot_blossom_207.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_207.jpg
apricot_blossom_0043.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0043.jpg
apricot_blossom_0153.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0153.jpg
apricot_blossom_226.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_226.jpg
apricot_blossom_248.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_248.jpg
apricot_blossom_244.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_244.jpg
apricot_blossom_272.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_272.jpg
apricot_blossom_281.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_281.jpg
apricot_blossom_0006.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0006.jpg
apricot_blossom_223.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_223.jpg
apricot_blossom_0179.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0179.jpg
apricot_blossom_0113.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0113.jpg
apricot_blossom_0037.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0037.jpg
apricot_blossom_0148.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0148.jpg
apricot_blossom_0059.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0059.jpg
apricot_blossom_0098.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0098.jpg
apricot_blossom_0033.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0033.jpg
apricot_blossom_0074.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0074.jpg
apricot_blossom_211.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_211.jpg
apricot_blossom_278.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_278.jpg
apricot_blossom_202.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_202.jpg
apricot_blossom_0307.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0307.jpg
apricot_blossom_198.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_198.jpg
apricot_blossom_247.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_247.jpg
apricot_blossom_227.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_227.jpg
apricot_blossom_0152.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0152.jpg
apricot_blossom_0167.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0167.jpg
apricot_blossom_0176.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0176.jpg
apricot_blossom_0092.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0092.jpg
apricot_blossom_243.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_243.jpg
apricot_blossom_0022.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0022.jpg
apricot_blossom_205.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_205.jpg
apricot_blossom_0308.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0308.jpg
apricot_blossom_271.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_271.jpg
apricot_blossom_231.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_231.jpg
apricot_blossom_0171.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0171.jpg
apricot_blossom_0133.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0133.jpg
apricot_blossom_0100.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0100.jpg
apricot_blossom_229.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_229.jpg
apricot_blossom_199.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_199.jpg
apricot_blossom_274.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_274.jpg
apricot_blossom_234.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_234.jpg
apricot_blossom_0010.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0010.jpg
apricot_blossom_273.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_273.jpg
apricot_blossom_0160.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0160.jpg
apricot_blossom_0172.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0172.jpg
apricot_blossom_203.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_203.jpg
apricot_blossom_0051.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0051.jpg
apricot_blossom_0151.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0151.jpg
apricot_blossom_0125.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0125.jpg
apricot_blossom_212.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_212.jpg
apricot_blossom_0158.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0158.jpg
apricot_blossom_0121.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0121.jpg
apricot_blossom_0136.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0136.jpg
apricot_blossom_0115.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0115.jpg
apricot_blossom_0036.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0036.jpg
apricot_blossom_0054.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0054.jpg
apricot_blossom_0303.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0303.jpg
apricot_blossom_215.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_215.jpg
apricot_blossom_235.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_235.jpg
apricot_blossom_0009.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0009.jpg
apricot_blossom_0140.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0140.jpg
apricot_blossom_0065.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_0065.jpg
apricot_blossom_225.jpg,apricot_blossom,train,C:/TASK_123/MENTOR_TASK/PYTHON_COURSE/DEmo/demo_dataset_Chutien\dataset/images/train\apricot_blossom\apricot_blossom_225.jpg
